"region","sector_j","sector_name","fd_dom_hh","fd_dom_gov","fd_dom_id","fd_dom_idg","fd_xbr_hh","fd_xbr_gov","fd_xbr_id","fd_xbr_idg","d_new","d_old"
"Z2",5,"Fossil-Fuel Extraction",3.3210951053239,0.217739925454883,0,4.60918206417588,0,0,0,0,8.14801709495467,8.14801709495467
"Z2",6,"Mining",0.767979418922366,0.141388408469691,0,0.970680786589563,0,0,0,0,1.88004861398162,1.88004861398162
"Z2",7,"Meat",32.3989100457941,0.42082805592622,0,0.436805405303557,0,0,0,0,33.2565435070238,33.2565435070238
"Z2",8,"Other Food",51.642326423436,1.3586394001716,0,0.63855289589931,0,0,0,0,53.6395187195069,53.6395187195069
"Z2",9,"Tobacco",5.67168024647663,0.00256803814165104,0,0.0276976842362396,0,0,0,0,5.70194596885452,5.70194596885452
"Z2",10,"Textiles",28.2505338032385,0.250174491925703,0,0.775212171726963,0,0,0,0,29.2759204668912,29.2759204668912
"Z2",11,"Wood",0.746424309409456,0.0104123873526506,0,0.404783732256131,0,0,0,0,1.16162042901824,1.16162042901824
"Z2",12,"Wood Re-processing",0.050806141832347,6.81987466365026e-05,0,0.015054575506954,0,0,0,0,0.0659289160859375,0.0659289160859375
"Z2",13,"Pulp",0.0381341474736358,0.0168695614644308,0,0.050504919833241,0,0,0,0,0.105508628771308,0.105508628771308
"Z2",14,"Pulp Re-processing",0.0110712178204186,0.000587517866191346,0,0.00392305520010887,0,0,0,0,0.0155817908867188,0.0155817908867188
"Z2",15,"Paper",11.4961398785024,0.467397191778742,0,0.376451851420824,0,0,0,0,12.339988921702,12.339988921702
"Z2",16,"Fossil-Fuel Processing",20.0207968824288,0.323405536861638,0,0.718268324949157,0,0,0,0,21.0624707442396,21.0624707442396
"Z2",17,"Plastics",0.199417131697419,0.394526563548951,0,0.136823101057496,0,0,0,0,0.730766796303866,0.730766796303866
"Z2",18,"Plastics Re-processing",0.0226647602635403,0.016878333333026,0,0.0092924888267456,0,0,0,0,0.048835582423312,0.048835582423312
