"input_region","input_sector","input_num","output_region","output_sector","value","output_num","input_label","output_label"
"EU","Manufacture of other non-metallic mineral products",23,"EU","Re-processing.of.secondary.wood.material.into.new.wood.material",0.000973901434208217,12,"Other Non-metallic Mineral Products","Wood Re-processing"
"EU","Manufacture of other non-metallic mineral products",23,"EU","Pulp",0.000776199463233663,13,"Other Non-metallic Mineral Products","Pulp"
"EU","Manufacture of other non-metallic mineral products",23,"EU","Re-processing.of.secondary.paper.into.new.pulp",0.00110705613625982,14,"Other Non-metallic Mineral Products","Pulp Re-processing"
"EU","Manufacture of other non-metallic mineral products",23,"EU","Paper",0.000232761592696509,15,"Other Non-metallic Mineral Products","Paper"
"EU","Manufacture of other non-metallic mineral products",23,"EU","Processing.of.Fossil.Fuels",0.000179151874282591,16,"Other Non-metallic Mineral Products","Fossil-Fuel Processing"
"EU","Manufacture of other non-metallic mineral products",23,"EU","Plastics,.basic",0.00178776576239936,17,"Other Non-metallic Mineral Products","Plastics"
"EU","Manufacture of other non-metallic mineral products",23,"EU","Re-processing.of.secondary.plastic.into.new.plastic",0.00161180483062299,18,"Other Non-metallic Mineral Products","Plastics Re-processing"
"EU","Manufacture of other non-metallic mineral products",23,"EU","Manufacture.of.Chemicals",0.00116083730475568,19,"Other Non-metallic Mineral Products","Chemicals"
"EU","Manufacture of other non-metallic mineral products",23,"EU","Manufacture.of.rubber.and.plastic.products.(25)",0.000937565015669523,20,"Other Non-metallic Mineral Products","Rubber, Plastic Products"
"EU","Manufacture of other non-metallic mineral products",23,"EU","Manufacture.of.glass.and.glass.products",0.0161822079964068,21,"Other Non-metallic Mineral Products","Glass"
"EU","Manufacture of other non-metallic mineral products",23,"EU","Re-processing.of.secondary.glass.into.new.glass",0.0192659145043754,22,"Other Non-metallic Mineral Products","Glass Re-processing"
"EU","Manufacture of other non-metallic mineral products",23,"EU","Manufacture.of.other.non-metallic.mineral.products",0.0636603124194155,23,"Other Non-metallic Mineral Products","Other Non-metallic Mineral Products"
"EU","Manufacture of other non-metallic mineral products",23,"EU","Manufacture.of.cement,.lime.and.plaster",0.0197775349378302,24,"Other Non-metallic Mineral Products","Cement"
"EU","Manufacture of other non-metallic mineral products",23,"EU","Re-processing.of.ash.into.clinker",0.024703748532709,25,"Other Non-metallic Mineral Products","Clinker Re-processing"
"EU","Manufacture of other non-metallic mineral products",23,"EU","Manufacture.of.Metals",0.00454752017230092,26,"Other Non-metallic Mineral Products","Metals"
"EU","Manufacture of other non-metallic mineral products",23,"EU","Re-processing.of.Metals",0.0121662873640298,27,"Other Non-metallic Mineral Products","Metals Re-processing"
"EU","Manufacture of other non-metallic mineral products",23,"EU","Manufacture.of.durable.goods",0.00151797106621001,28,"Other Non-metallic Mineral Products","Durable Goods"
"EU","Manufacture of other non-metallic mineral products",23,"EU","Manufacture.of.furniture;.manufacturing.n.e.c..(36)",0.000956011296485952,29,"Other Non-metallic Mineral Products","Furniture"
"EU","Manufacture of other non-metallic mineral products",23,"EU","Recycling",0.00142171933741499,30,"Other Non-metallic Mineral Products","Recycling"
"EU","Manufacture of other non-metallic mineral products",23,"EU","Production.of.electricity.by.fossil.fuels",0.000951310058186809,31,"Other Non-metallic Mineral Products","Fossil-Fuel Electricity"
"EU","Manufacture of other non-metallic mineral products",23,"EU","Production.of.electricity.by.renewable.energy",0.000903394941901656,32,"Other Non-metallic Mineral Products","Renewable Electricity"
"EU","Manufacture of other non-metallic mineral products",23,"EU","Transmission.&.Distribution",0.00128772580328473,33,"Other Non-metallic Mineral Products","Energy Transmission, Distribution"
"EU","Manufacture of other non-metallic mineral products",23,"EU","Manufacture.of.gas;.distribution.of.gaseous.fuels.through.mains",0.00324965258180178,34,"Other Non-metallic Mineral Products","Gas"
"EU","Manufacture of other non-metallic mineral products",23,"EU","Water",0.00234617180705538,35,"Other Non-metallic Mineral Products","Water"
"EU","Manufacture of other non-metallic mineral products",23,"EU","Construction.(45)",0.0131006294642725,36,"Other Non-metallic Mineral Products","Construction"
"EU","Manufacture of other non-metallic mineral products",23,"EU","Re-processing.of.secondary.construction.material.into.aggregates",0.000163427853025925,37,"Other Non-metallic Mineral Products","Construction Re-processing"
"EU","Manufacture of other non-metallic mineral products",23,"EU","Sale,.maintenance,.repair.of.motor.vehicles,.motor.vehicles.parts,.motorcycles,.motor.cycles.parts.and.accessoiries",0.000192695900382176,38,"Other Non-metallic Mineral Products","Vehicle Sale, Maintenance,  Repair"
"EU","Manufacture of other non-metallic mineral products",23,"EU","Retail.sale.of.automotive.fuel",0.000309068269343409,39,"Other Non-metallic Mineral Products","Vehicle Fuel Sale"
"EU","Manufacture of other non-metallic mineral products",23,"EU","Retail.&.Wholesale.trade",0.000687257494302753,40,"Other Non-metallic Mineral Products","Retail, Wholesale Trade"
"EU","Manufacture of other non-metallic mineral products",23,"EU","Leisure.Services",0.000761242571906118,41,"Other Non-metallic Mineral Products","Leisure"
"EU","Manufacture of other non-metallic mineral products",23,"EU","Transport",0.00022309128544223,42,"Other Non-metallic Mineral Products","Transport"
"EU","Manufacture of other non-metallic mineral products",23,"EU","KIBS",0.000140874202126804,43,"Other Non-metallic Mineral Products","Professional Services"
"EU","Manufacture of other non-metallic mineral products",23,"EU","Real.estate.activities.(70)",0.000267105683520141,44,"Other Non-metallic Mineral Products","Real Estate"
"EU","Manufacture of other non-metallic mineral products",23,"EU","Renting.of.machinery.and.equipment.without.operator.and.of.personal.and.household.goods.(71)",0.000225716347465724,45,"Other Non-metallic Mineral Products","Machine, Equipment Renting"
"EU","Manufacture of other non-metallic mineral products",23,"EU","Research.and.development.(73)",0.000166745545528865,46,"Other Non-metallic Mineral Products","R&D"
"EU","Manufacture of other non-metallic mineral products",23,"EU","Public.administration.and.defence;.compulsory.social.security.(75)",0.000309361352372271,47,"Other Non-metallic Mineral Products","Public Administration, Defence"
"EU","Manufacture of other non-metallic mineral products",23,"EU","Education.(80)",0.000236555125321504,48,"Other Non-metallic Mineral Products","Education"
"EU","Manufacture of other non-metallic mineral products",23,"EU","Health.and.social.work.(85)",0.000529586108746176,49,"Other Non-metallic Mineral Products","Health, Social Work"
"EU","Manufacture of other non-metallic mineral products",23,"EU","Incineration.of.Waste",0.00226511445980833,50,"Other Non-metallic Mineral Products","Waste Incineration"
"EU","Manufacture of other non-metallic mineral products",23,"EU","Biogas.&.Composting",0.00200795949717773,51,"Other Non-metallic Mineral Products","Biogas, Composting"
"EU","Manufacture of other non-metallic mineral products",23,"EU","Waste.water",0.0027859304135607,52,"Other Non-metallic Mineral Products","Waste Water"
"EU","Manufacture of other non-metallic mineral products",23,"EU","Landfill.of.Waste",0.00368388269831991,53,"Other Non-metallic Mineral Products","Waste Landfill"
"EU","Manufacture of other non-metallic mineral products",23,"EU","Other.Services",0.000831687884906396,54,"Other Non-metallic Mineral Products","Other Services"
"EU","Manufacture of other non-metallic mineral products",23,"RoW","Agriculture",5.85611773675788e-06,1,"Other Non-metallic Mineral Products","Agriculture"
"EU","Manufacture of other non-metallic mineral products",23,"RoW","Animal.Farming",7.01971865717085e-06,2,"Other Non-metallic Mineral Products","Animal Farming"
"EU","Manufacture of other non-metallic mineral products",23,"RoW","Forestry,.logging.and.related.service.activities.(02)",5.97396203360511e-06,3,"Other Non-metallic Mineral Products","Forestry, Logging"
"EU","Manufacture of other non-metallic mineral products",23,"RoW","Fishing,.operating.of.fish.hatcheries.and.fish.farms;.service.activities.incidental.to.fishing.(05)",3.00683222529501e-06,4,"Other Non-metallic Mineral Products","Fishing"
"EU","Manufacture of other non-metallic mineral products",23,"RoW","Extraction.of.Fossil-Fuels",4.32779072645819e-05,5,"Other Non-metallic Mineral Products","Fossil-Fuel Extraction"
"EU","Manufacture of other non-metallic mineral products",23,"RoW","Mining.&.Quarrying.of.raw.materials",4.46570606872289e-05,6,"Other Non-metallic Mineral Products","Mining"
"EU","Manufacture of other non-metallic mineral products",23,"RoW","Processing.of.meat",9.00231217724204e-06,7,"Other Non-metallic Mineral Products","Meat"
"EU","Manufacture of other non-metallic mineral products",23,"RoW","Processing.of.other.food&beverage",1.23731252168744e-05,8,"Other Non-metallic Mineral Products","Other Food"
"EU","Manufacture of other non-metallic mineral products",23,"RoW","Manufacture.of.tobacco.products.(16)",7.99825132900955e-06,9,"Other Non-metallic Mineral Products","Tobacco"
"EU","Manufacture of other non-metallic mineral products",23,"RoW","Manufacture.of.textiles",1.59718397409229e-05,10,"Other Non-metallic Mineral Products","Textiles"
"EU","Manufacture of other non-metallic mineral products",23,"RoW","Manufacture.of.wood.and.of.products.of.wood.and.cork,.except.furniture;.manufacture.of.articles.of.straw.and.plaiting.materials.(20)",4.97847297282409e-05,11,"Other Non-metallic Mineral Products","Wood"
"EU","Manufacture of other non-metallic mineral products",23,"RoW","Re-processing.of.secondary.wood.material.into.new.wood.material",3.62957088624294e-05,12,"Other Non-metallic Mineral Products","Wood Re-processing"
"EU","Manufacture of other non-metallic mineral products",23,"RoW","Pulp",1.41018175960564e-05,13,"Other Non-metallic Mineral Products","Pulp"
"EU","Manufacture of other non-metallic mineral products",23,"RoW","Re-processing.of.secondary.paper.into.new.pulp",2.70852493408616e-05,14,"Other Non-metallic Mineral Products","Pulp Re-processing"
"EU","Manufacture of other non-metallic mineral products",23,"RoW","Paper",7.81510530322235e-06,15,"Other Non-metallic Mineral Products","Paper"
"EU","Manufacture of other non-metallic mineral products",23,"RoW","Processing.of.Fossil.Fuels",1.49002967720068e-05,16,"Other Non-metallic Mineral Products","Fossil-Fuel Processing"
"EU","Manufacture of other non-metallic mineral products",23,"RoW","Plastics,.basic",4.32779694095846e-05,17,"Other Non-metallic Mineral Products","Plastics"
"EU","Manufacture of other non-metallic mineral products",23,"RoW","Re-processing.of.secondary.plastic.into.new.plastic",0.000130665388395769,18,"Other Non-metallic Mineral Products","Plastics Re-processing"
"EU","Manufacture of other non-metallic mineral products",23,"RoW","Manufacture.of.Chemicals",0.000131394941430032,19,"Other Non-metallic Mineral Products","Chemicals"
"EU","Manufacture of other non-metallic mineral products",23,"RoW","Manufacture.of.rubber.and.plastic.products.(25)",3.00302895107639e-05,20,"Other Non-metallic Mineral Products","Rubber, Plastic Products"
"EU","Manufacture of other non-metallic mineral products",23,"RoW","Manufacture.of.glass.and.glass.products",0.000156131385283229,21,"Other Non-metallic Mineral Products","Glass"
"EU","Manufacture of other non-metallic mineral products",23,"RoW","Re-processing.of.secondary.glass.into.new.glass",0.00091364721829589,22,"Other Non-metallic Mineral Products","Glass Re-processing"
"EU","Manufacture of other non-metallic mineral products",23,"RoW","Manufacture.of.other.non-metallic.mineral.products",0.000578212816107347,23,"Other Non-metallic Mineral Products","Other Non-metallic Mineral Products"
"EU","Manufacture of other non-metallic mineral products",23,"RoW","Manufacture.of.cement,.lime.and.plaster",0.0004127460131894,24,"Other Non-metallic Mineral Products","Cement"
"EU","Manufacture of other non-metallic mineral products",23,"RoW","Re-processing.of.ash.into.clinker",0.00142428212795726,25,"Other Non-metallic Mineral Products","Clinker Re-processing"
"EU","Manufacture of other non-metallic mineral products",23,"RoW","Manufacture.of.Metals",0.000157806890814074,26,"Other Non-metallic Mineral Products","Metals"
"EU","Manufacture of other non-metallic mineral products",23,"RoW","Re-processing.of.Metals",0.00116181131886933,27,"Other Non-metallic Mineral Products","Metals Re-processing"
"EU","Manufacture of other non-metallic mineral products",23,"RoW","Manufacture.of.durable.goods",6.00946654725967e-05,28,"Other Non-metallic Mineral Products","Durable Goods"
"EU","Manufacture of other non-metallic mineral products",23,"RoW","Manufacture.of.furniture;.manufacturing.n.e.c..(36)",4.1908659113455e-05,29,"Other Non-metallic Mineral Products","Furniture"
"EU","Manufacture of other non-metallic mineral products",23,"RoW","Recycling",3.15185793460142e-05,30,"Other Non-metallic Mineral Products","Recycling"
"EU","Manufacture of other non-metallic mineral products",23,"RoW","Production.of.electricity.by.fossil.fuels",6.17953465061854e-06,31,"Other Non-metallic Mineral Products","Fossil-Fuel Electricity"
"EU","Manufacture of other non-metallic mineral products",23,"RoW","Production.of.electricity.by.renewable.energy",1.65517412488052e-05,32,"Other Non-metallic Mineral Products","Renewable Electricity"
"EU","Manufacture of other non-metallic mineral products",23,"RoW","Transmission.&.Distribution",4.36366915574104e-06,33,"Other Non-metallic Mineral Products","Energy Transmission, Distribution"
"EU","Manufacture of other non-metallic mineral products",23,"RoW","Manufacture.of.gas;.distribution.of.gaseous.fuels.through.mains",2.25178286247539e-05,34,"Other Non-metallic Mineral Products","Gas"
"EU","Manufacture of other non-metallic mineral products",23,"RoW","Water",2.46094184572575e-05,35,"Other Non-metallic Mineral Products","Water"
"EU","Manufacture of other non-metallic mineral products",23,"RoW","Construction.(45)",0.000805092712989296,36,"Other Non-metallic Mineral Products","Construction"
"EU","Manufacture of other non-metallic mineral products",23,"RoW","Re-processing.of.secondary.construction.material.into.aggregates",5.14423865375358e-06,37,"Other Non-metallic Mineral Products","Construction Re-processing"
"EU","Manufacture of other non-metallic mineral products",23,"RoW","Sale,.maintenance,.repair.of.motor.vehicles,.motor.vehicles.parts,.motorcycles,.motor.cycles.parts.and.accessoiries",6.06672538200754e-06,38,"Other Non-metallic Mineral Products","Vehicle Sale, Maintenance,  Repair"
"EU","Manufacture of other non-metallic mineral products",23,"RoW","Retail.sale.of.automotive.fuel",1.93212399337166e-05,39,"Other Non-metallic Mineral Products","Vehicle Fuel Sale"
"EU","Manufacture of other non-metallic mineral products",23,"RoW","Retail.&.Wholesale.trade",1.652162810941e-05,40,"Other Non-metallic Mineral Products","Retail, Wholesale Trade"
"EU","Manufacture of other non-metallic mineral products",23,"RoW","Leisure.Services",2.96049318563091e-05,41,"Other Non-metallic Mineral Products","Leisure"
"EU","Manufacture of other non-metallic mineral products",23,"RoW","Transport",2.15807419797719e-05,42,"Other Non-metallic Mineral Products","Transport"
"EU","Manufacture of other non-metallic mineral products",23,"RoW","KIBS",6.76590464430596e-06,43,"Other Non-metallic Mineral Products","Professional Services"
"EU","Manufacture of other non-metallic mineral products",23,"RoW","Real.estate.activities.(70)",6.26615542773263e-06,44,"Other Non-metallic Mineral Products","Real Estate"
"EU","Manufacture of other non-metallic mineral products",23,"RoW","Renting.of.machinery.and.equipment.without.operator.and.of.personal.and.household.goods.(71)",1.45012881628145e-05,45,"Other Non-metallic Mineral Products","Machine, Equipment Renting"
"EU","Manufacture of other non-metallic mineral products",23,"RoW","Research.and.development.(73)",9.93027918918207e-06,46,"Other Non-metallic Mineral Products","R&D"
"EU","Manufacture of other non-metallic mineral products",23,"RoW","Public.administration.and.defence;.compulsory.social.security.(75)",1.29190185609982e-05,47,"Other Non-metallic Mineral Products","Public Administration, Defence"
"EU","Manufacture of other non-metallic mineral products",23,"RoW","Education.(80)",1.95477613377269e-05,48,"Other Non-metallic Mineral Products","Education"
"EU","Manufacture of other non-metallic mineral products",23,"RoW","Health.and.social.work.(85)",2.44270948527125e-05,49,"Other Non-metallic Mineral Products","Health, Social Work"
"EU","Manufacture of other non-metallic mineral products",23,"RoW","Incineration.of.Waste",2.59108241932853e-05,50,"Other Non-metallic Mineral Products","Waste Incineration"
"EU","Manufacture of other non-metallic mineral products",23,"RoW","Biogas.&.Composting",5.56864011863192e-05,51,"Other Non-metallic Mineral Products","Biogas, Composting"
"EU","Manufacture of other non-metallic mineral products",23,"RoW","Waste.water",9.33480597489688e-06,52,"Other Non-metallic Mineral Products","Waste Water"
"EU","Manufacture of other non-metallic mineral products",23,"RoW","Landfill.of.Waste",0.000105316285586387,53,"Other Non-metallic Mineral Products","Waste Landfill"
"EU","Manufacture of other non-metallic mineral products",23,"RoW","Other.Services",1.16453380359199e-05,54,"Other Non-metallic Mineral Products","Other Services"
"EU","Manufacture of cement, lime and plaster",24,"EU","Agriculture",0.000287360776515488,1,"Cement","Agriculture"
"EU","Manufacture of cement, lime and plaster",24,"EU","Animal.Farming",0.000201428968391653,2,"Cement","Animal Farming"
"EU","Manufacture of cement, lime and plaster",24,"EU","Forestry,.logging.and.related.service.activities.(02)",0.000725402679214563,3,"Cement","Forestry, Logging"
"EU","Manufacture of cement, lime and plaster",24,"EU","Fishing,.operating.of.fish.hatcheries.and.fish.farms;.service.activities.incidental.to.fishing.(05)",0.000322875710661092,4,"Cement","Fishing"
"EU","Manufacture of cement, lime and plaster",24,"EU","Extraction.of.Fossil-Fuels",0.000385417466917776,5,"Cement","Fossil-Fuel Extraction"
"EU","Manufacture of cement, lime and plaster",24,"EU","Mining.&.Quarrying.of.raw.materials",0.00502735587462724,6,"Cement","Mining"
"EU","Manufacture of cement, lime and plaster",24,"EU","Processing.of.meat",0.000145016089775301,7,"Cement","Meat"
"EU","Manufacture of cement, lime and plaster",24,"EU","Processing.of.other.food&beverage",0.000169336336183336,8,"Cement","Other Food"
"EU","Manufacture of cement, lime and plaster",24,"EU","Manufacture.of.tobacco.products.(16)",0.000136326797117394,9,"Cement","Tobacco"
"EU","Manufacture of cement, lime and plaster",24,"EU","Manufacture.of.textiles",0.000396004293050637,10,"Cement","Textiles"
"EU","Manufacture of cement, lime and plaster",24,"EU","Manufacture.of.wood.and.of.products.of.wood.and.cork,.except.furniture;.manufacture.of.articles.of.straw.and.plaiting.materials.(20)",0.000458163096761908,11,"Cement","Wood"
"EU","Manufacture of cement, lime and plaster",24,"EU","Re-processing.of.secondary.wood.material.into.new.wood.material",0.000331327533919779,12,"Cement","Wood Re-processing"
"EU","Manufacture of cement, lime and plaster",24,"EU","Pulp",0.000477376747270938,13,"Cement","Pulp"
"EU","Manufacture of cement, lime and plaster",24,"EU","Re-processing.of.secondary.paper.into.new.pulp",0.000677166461947499,14,"Cement","Pulp Re-processing"
"EU","Manufacture of cement, lime and plaster",24,"EU","Paper",0.000189992033230912,15,"Cement","Paper"
"EU","Manufacture of cement, lime and plaster",24,"EU","Processing.of.Fossil.Fuels",0.000291261800690539,16,"Cement","Fossil-Fuel Processing"
"EU","Manufacture of cement, lime and plaster",24,"EU","Plastics,.basic",0.00100124655278872,17,"Cement","Plastics"
"EU","Manufacture of cement, lime and plaster",24,"EU","Re-processing.of.secondary.plastic.into.new.plastic",0.00104831312802418,18,"Cement","Plastics Re-processing"
"EU","Manufacture of cement, lime and plaster",24,"EU","Manufacture.of.Chemicals",0.000724827940962696,19,"Cement","Chemicals"
"EU","Manufacture of cement, lime and plaster",24,"EU","Manufacture.of.rubber.and.plastic.products.(25)",0.000911290857627498,20,"Cement","Rubber, Plastic Products"
"EU","Manufacture of cement, lime and plaster",24,"EU","Manufacture.of.glass.and.glass.products",0.00200287817284064,21,"Cement","Glass"
"EU","Manufacture of cement, lime and plaster",24,"EU","Re-processing.of.secondary.glass.into.new.glass",0.000446027886618481,22,"Cement","Glass Re-processing"
"EU","Manufacture of cement, lime and plaster",24,"EU","Manufacture.of.other.non-metallic.mineral.products",0.00343461423075584,23,"Cement","Other Non-metallic Mineral Products"
"EU","Manufacture of cement, lime and plaster",24,"EU","Manufacture.of.cement,.lime.and.plaster",0.118828330616354,24,"Cement","Cement"
"EU","Manufacture of cement, lime and plaster",24,"EU","Re-processing.of.ash.into.clinker",0.118066259613996,25,"Cement","Clinker Re-processing"
"EU","Manufacture of cement, lime and plaster",24,"EU","Manufacture.of.Metals",0.000528531947164871,26,"Cement","Metals"
"EU","Manufacture of cement, lime and plaster",24,"EU","Re-processing.of.Metals",0.000398454060398255,27,"Cement","Metals Re-processing"
"EU","Manufacture of cement, lime and plaster",24,"EU","Manufacture.of.durable.goods",0.000335531823634303,28,"Cement","Durable Goods"
"EU","Manufacture of cement, lime and plaster",24,"EU","Manufacture.of.furniture;.manufacturing.n.e.c..(36)",0.000560558456209302,29,"Cement","Furniture"
"EU","Manufacture of cement, lime and plaster",24,"EU","Recycling",0.000591651386763807,30,"Cement","Recycling"
"EU","Manufacture of cement, lime and plaster",24,"EU","Production.of.electricity.by.fossil.fuels",0.00131956541797423,31,"Cement","Fossil-Fuel Electricity"
"EU","Manufacture of cement, lime and plaster",24,"EU","Production.of.electricity.by.renewable.energy",0.00102451053615473,32,"Cement","Renewable Electricity"
"EU","Manufacture of cement, lime and plaster",24,"EU","Transmission.&.Distribution",0.00137688281181312,33,"Cement","Energy Transmission, Distribution"
"EU","Manufacture of cement, lime and plaster",24,"EU","Manufacture.of.gas;.distribution.of.gaseous.fuels.through.mains",0.00188821520543515,34,"Cement","Gas"
"EU","Manufacture of cement, lime and plaster",24,"EU","Water",0.00148385416408328,35,"Cement","Water"
"EU","Manufacture of cement, lime and plaster",24,"EU","Construction.(45)",0.0423957268700812,36,"Cement","Construction"
"EU","Manufacture of cement, lime and plaster",24,"EU","Re-processing.of.secondary.construction.material.into.aggregates",0.000188138593063725,37,"Cement","Construction Re-processing"
"EU","Manufacture of cement, lime and plaster",24,"EU","Sale,.maintenance,.repair.of.motor.vehicles,.motor.vehicles.parts,.motorcycles,.motor.cycles.parts.and.accessoiries",0.000128678312819129,38,"Cement","Vehicle Sale, Maintenance,  Repair"
"EU","Manufacture of cement, lime and plaster",24,"EU","Retail.sale.of.automotive.fuel",0.000351738278022088,39,"Cement","Vehicle Fuel Sale"
"EU","Manufacture of cement, lime and plaster",24,"EU","Retail.&.Wholesale.trade",0.000421802147436256,40,"Cement","Retail, Wholesale Trade"
"EU","Manufacture of cement, lime and plaster",24,"EU","Leisure.Services",0.000112321879910993,41,"Cement","Leisure"
"EU","Manufacture of cement, lime and plaster",24,"EU","Transport",0.000270206127167217,42,"Cement","Transport"
"EU","Manufacture of cement, lime and plaster",24,"EU","KIBS",0.00017124919784011,43,"Cement","Professional Services"
"EU","Manufacture of cement, lime and plaster",24,"EU","Real.estate.activities.(70)",0.000579621245061066,44,"Cement","Real Estate"
"EU","Manufacture of cement, lime and plaster",24,"EU","Renting.of.machinery.and.equipment.without.operator.and.of.personal.and.household.goods.(71)",0.000257776758425775,45,"Cement","Machine, Equipment Renting"
"EU","Manufacture of cement, lime and plaster",24,"EU","Research.and.development.(73)",0.00025829916417065,46,"Cement","R&D"
"EU","Manufacture of cement, lime and plaster",24,"EU","Public.administration.and.defence;.compulsory.social.security.(75)",0.00017718326186551,47,"Cement","Public Administration, Defence"
"EU","Manufacture of cement, lime and plaster",24,"EU","Education.(80)",4.34486711842136e-05,48,"Cement","Education"
"EU","Manufacture of cement, lime and plaster",24,"EU","Health.and.social.work.(85)",0.000101064609921501,49,"Cement","Health, Social Work"
"EU","Manufacture of cement, lime and plaster",24,"EU","Incineration.of.Waste",0.00041626007873545,50,"Cement","Waste Incineration"
"EU","Manufacture of cement, lime and plaster",24,"EU","Biogas.&.Composting",0.000416308761805476,51,"Cement","Biogas, Composting"
"EU","Manufacture of cement, lime and plaster",24,"EU","Waste.water",0.000643083176604541,52,"Cement","Waste Water"
"EU","Manufacture of cement, lime and plaster",24,"EU","Landfill.of.Waste",0.000864810701255032,53,"Cement","Waste Landfill"
"EU","Manufacture of cement, lime and plaster",24,"EU","Other.Services",0.000374544901197532,54,"Cement","Other Services"
"EU","Manufacture of cement, lime and plaster",24,"RoW","Agriculture",2.94713518184619e-06,1,"Cement","Agriculture"
"EU","Manufacture of cement, lime and plaster",24,"RoW","Animal.Farming",2.16225730350186e-06,2,"Cement","Animal Farming"
"EU","Manufacture of cement, lime and plaster",24,"RoW","Forestry,.logging.and.related.service.activities.(02)",2.60304746197496e-06,3,"Cement","Forestry, Logging"
"EU","Manufacture of cement, lime and plaster",24,"RoW","Fishing,.operating.of.fish.hatcheries.and.fish.farms;.service.activities.incidental.to.fishing.(05)",2.70114663243065e-06,4,"Cement","Fishing"
"EU","Manufacture of cement, lime and plaster",24,"RoW","Extraction.of.Fossil-Fuels",1.40546454854399e-05,5,"Cement","Fossil-Fuel Extraction"
"EU","Manufacture of cement, lime and plaster",24,"RoW","Mining.&.Quarrying.of.raw.materials",1.36291969228478e-05,6,"Cement","Mining"
"EU","Manufacture of cement, lime and plaster",24,"RoW","Processing.of.meat",3.2082643227221e-06,7,"Cement","Meat"
"EU","Manufacture of cement, lime and plaster",24,"RoW","Processing.of.other.food&beverage",3.28056162620292e-06,8,"Cement","Other Food"
"EU","Manufacture of cement, lime and plaster",24,"RoW","Manufacture.of.tobacco.products.(16)",3.39184610736132e-06,9,"Cement","Tobacco"
"EU","Manufacture of cement, lime and plaster",24,"RoW","Manufacture.of.textiles",1.07349229442057e-05,10,"Cement","Textiles"
"EU","Manufacture of cement, lime and plaster",24,"RoW","Manufacture.of.wood.and.of.products.of.wood.and.cork,.except.furniture;.manufacture.of.articles.of.straw.and.plaiting.materials.(20)",1.09988905345112e-05,11,"Cement","Wood"
"EU","Manufacture of cement, lime and plaster",24,"RoW","Re-processing.of.secondary.wood.material.into.new.wood.material",1.04473276315372e-05,12,"Cement","Wood Re-processing"
"EU","Manufacture of cement, lime and plaster",24,"RoW","Pulp",1.36830266876796e-05,13,"Cement","Pulp"
"EU","Manufacture of cement, lime and plaster",24,"RoW","Re-processing.of.secondary.paper.into.new.pulp",3.12271327466641e-05,14,"Cement","Pulp Re-processing"
"EU","Manufacture of cement, lime and plaster",24,"RoW","Paper",5.24082100182494e-06,15,"Cement","Paper"
"EU","Manufacture of cement, lime and plaster",24,"RoW","Processing.of.Fossil.Fuels",4.66814308109267e-06,16,"Cement","Fossil-Fuel Processing"
"EU","Manufacture of cement, lime and plaster",24,"RoW","Plastics,.basic",3.17566350971129e-05,17,"Cement","Plastics"
"EU","Manufacture of cement, lime and plaster",24,"RoW","Re-processing.of.secondary.plastic.into.new.plastic",8.71525648631148e-05,18,"Cement","Plastics Re-processing"
"EU","Manufacture of cement, lime and plaster",24,"RoW","Manufacture.of.Chemicals",4.13456528173683e-05,19,"Cement","Chemicals"
"EU","Manufacture of cement, lime and plaster",24,"RoW","Manufacture.of.rubber.and.plastic.products.(25)",2.7468749548239e-05,20,"Cement","Rubber, Plastic Products"
"EU","Manufacture of cement, lime and plaster",24,"RoW","Manufacture.of.glass.and.glass.products",1.71042911902293e-05,21,"Cement","Glass"
"EU","Manufacture of cement, lime and plaster",24,"RoW","Re-processing.of.secondary.glass.into.new.glass",2.13655821874842e-05,22,"Cement","Glass Re-processing"
"EU","Manufacture of cement, lime and plaster",24,"RoW","Manufacture.of.other.non-metallic.mineral.products",6.72566053023348e-05,23,"Cement","Other Non-metallic Mineral Products"
"EU","Manufacture of cement, lime and plaster",24,"RoW","Manufacture.of.cement,.lime.and.plaster",0.000724898594343594,24,"Cement","Cement"
"EU","Manufacture of cement, lime and plaster",24,"RoW","Re-processing.of.ash.into.clinker",0.00268358647025608,25,"Cement","Clinker Re-processing"
"EU","Manufacture of cement, lime and plaster",24,"RoW","Manufacture.of.Metals",1.62202383678842e-05,26,"Cement","Metals"
"EU","Manufacture of cement, lime and plaster",24,"RoW","Re-processing.of.Metals",1.33258390465373e-05,27,"Cement","Metals Re-processing"
"EU","Manufacture of cement, lime and plaster",24,"RoW","Manufacture.of.durable.goods",1.06524944066835e-05,28,"Cement","Durable Goods"
"EU","Manufacture of cement, lime and plaster",24,"RoW","Manufacture.of.furniture;.manufacturing.n.e.c..(36)",1.05777383506518e-05,29,"Cement","Furniture"
"EU","Manufacture of cement, lime and plaster",24,"RoW","Recycling",6.17364348534938e-06,30,"Cement","Recycling"
"EU","Manufacture of cement, lime and plaster",24,"RoW","Production.of.electricity.by.fossil.fuels",8.04478549350566e-06,31,"Cement","Fossil-Fuel Electricity"
"EU","Manufacture of cement, lime and plaster",24,"RoW","Production.of.electricity.by.renewable.energy",8.21823645651549e-06,32,"Cement","Renewable Electricity"
"EU","Manufacture of cement, lime and plaster",24,"RoW","Transmission.&.Distribution",3.22418808568479e-06,33,"Cement","Energy Transmission, Distribution"
