t,H,V,nu_wheat,nu_iron,nu_pigs
0.0,0.4594089159917992,1.8289039548022596,0.4677247958086718,0.21403328843801356,0.31824191575331456
0.02,0.45827875694580084,1.8336037104699547,0.46634043193707553,0.21401643470591955,0.31964313335700495
0.04,0.4568821051186621,1.838307557656977,0.4649612939778856,0.21400056714256685,0.3210381388795475
0.06,0.45521815300247,1.8430122403041747,0.46358827536387354,0.21398584967295078,0.3224258749631756
0.08,0.4532862757388633,1.847714421481542,0.4622222718628849,0.21397245039320587,0.3238052777439092
0.1,0.4510860361181222,1.8524106857889728,0.46086418071315655,0.21396054135685835,0.32517527792998513
0.12,0.44861718947816,1.8570975420695688,0.459514899740032,0.21395029834365412,0.3265348019163139
0.14,0.4458796884863097,1.8617714264411493,0.45817532645571835,0.21394190061122942,0.32788277293305235
0.16,0.44287368778645086,1.8664287056504687,0.4568463571437961,0.2139355306299655,0.3292181122262383
0.18,0.4395995484934405,1.87106568075344,0.45552888593026647,0.21393137380143684,0.33053974026829674
0.2,0.4360578425166404,1.8756785911233407,0.4542238038429748,0.21392961816092965,0.3318465779960956
0.22,0.43224935669392023,1.8802636187875776,0.4529319978613097,0.21393045406458028,0.33313754807410995
0.24,0.42817509671733883,1.8848168930921074,0.45165434995811654,0.2139340738617478,0.3344115761801357
0.26,0.42383629083160745,1.8893344956910503,0.45039173613580535,0.21394067155330324,0.33566759231089144
0.28,0.4192343932862688,1.8938124658574014,0.44914502545866203,0.21395044243658595,0.33690453210475196
0.3,0.4143710875226862,1.8982468061090525,0.4479150790833932,0.2139635827378367,0.33812133817877005
0.32,0.40924828907687116,1.9026334881425928,0.44670274928994896,0.2139802892329818,0.3393169614770693
0.34,0.40386814817955685,1.9069684590655642,0.4455088785146711,0.21400075885770126,0.34049036262762766
0.36,0.39823305203506704,1.9112476479160174,0.44433429838781435,0.21402518830776787,0.3416405133044178
0.38,0.392345626761025,1.9154669724563782,0.44317982877747236,0.2140537736306992,0.34276639759182853
0.4,0.3862087389713444,1.9196223462267659,0.44204627684192455,0.2140867098098131,0.34386701334826236
0.42,0.37982549698570867,1.923709685841055,0.44093443609239213,0.214124190341821,0.3449413735657869
0.44,0.3731992516492269,1.9277249185071452,0.43984508546815454,0.21416640680913843,0.345988507722707
0.46,0.3663335967469471,1.9316639897510826,0.4387789884259397,0.21421354844812557,0.3470074631259347
0.48,0.35923236899874567,1.9355228713229409,0.43773689204545024,0.21426580171450674,0.34799730624004305
0.5,0.351899647621179,1.9392975692606573,0.4367195261528343,0.21432334984724263,0.348957123999923
0.52,0.34433975344390433,1.9429841320864143,0.43572760246385006,0.21438637243215625,0.34988602510399364
0.54,0.33655724756972816,1.9465786591086398,0.4347618137484047,0.21445504496662748,0.35078314128496774
0.56,0.3285569295683808,1.9500773088012746,0.43382283301808094,0.21452953842668906,0.3516476285552301
0.58,0.3203438351957768,1.9534763072306789,0.4329113127381876,0.21461001883786224,0.3524786684239501
0.6,0.311923233631945,1.956771956499396,0.4320278840657933,0.21469664685107345,0.3532754690831334
0.62,0.3033006242323927,1.9599606431750056,0.43117315611511925,0.21478957732499315,0.35403726655988765
0.64,0.29448173278936185,1.9630388466714574,0.4303477152515871,0.21488895891612947,0.3547633258322834
0.66,0.2854725073012529,1.966003147549642,0.42955212441572427,0.21499493367799644,0.3554529419062793
0.68,0.2762791132501098,1.9688502357034854,0.4287869224780516,0.21510763667066113,0.35610544085128726
0.7000000000000001,0.26690792838920513,1.9715769183976015,0.42805262362598223,0.2152271955819484,0.3567201807920694
0.72,0.2573655370443272,1.9741801281224767,0.4273497167836751,0.21535373036155822,0.35729655285476664
0.74,0.2476587239346088,1.9766569302333348,0.42667866506569974,0.21548735286931506,0.3578339820649852
0.76,0.23779446752052313,1.979004530339191,0.4260399052652769,0.2156281665387339,0.3583319281959892
0.78,0.2277799328886652,1.9812202814092206,0.42543384737778,0.21577626605704409,0.35878988656517585
0.8,0.21762246418488446,1.9833016905643805,0.42486087416008955,0.21593173706276944,0.35920738877714103
0.8200000000000001,0.20732957660934503,1.9852464255232682,0.424321340726315,0.2160946558619086,0.3595840034117764
0.84,0.19690894798893255,1.987052320672447,0.42381557418031623,0.21626508916371,0.35991933665597375
0.86,0.18636840994432124,1.9887173827329596,0.4233438732853763,0.21644309383697388,0.3602130328776498
0.88,0.17571593867085689,1.99023979599639,0.42290650817130243,0.21662871668775638,0.3604647751409413
0.9,0.16495964535412144,1.9916179271057297,0.42250372007915926,0.21682199425928125,0.36067428566155946
0.92,0.1541077662428217,1.992850329358317,0.42213572114376724,0.21702295265480195,0.36084132620143083
0.9400000000000001,0.1431686524030601,1.9939357465103644,0.42180269421402855,0.2172316073840812,0.36096569840189024
0.96,0.13215075917970368,1.9948731160649118,0.42150479271108476,0.21744796323408522,0.36104724405482996
0.98,0.12106263539189782,1.9956615720275823,0.4212421405242417,0.21767201416441143,0.3610858453113469
1.0,0.10991291229093994,1.9963004471171,0.4210148319445401,0.21790374322789288,0.361081424827567
1.02,0.09871029230987247,1.996789274420255,0.42082293163579804,0.2181431225167414,0.36103394584746057
1.04,0.08746353763528544,1.9971277884837864,0.42066647464289036,0.21839011313450934,0.3609434122226004
1.06,0.07618145863246226,1.9973159258384823,0.42054546643698437,0.2186446651940702,0.36080986836894546
1.08,0.06487290215578462,1.9973538249536824,0.4204598829974013,0.21890671784173066,0.3606333991608681
1.1,0.05354673977676995,1.9972418256232434,0.42040967092972054,0.2191761993075075,0.3604141297627719
