t,H,V,nu_wheat,nu_iron,nu_pigs
86.94,-0.4051346413390362,4.499860373936546,0.4258533927853138,0.2545640627158937,0.31958254449879236
86.96000000000001,-0.41828002924175717,4.487643687673847,0.4270942743354951,0.25489270963566485,0.31801301602883997
86.98,-0.43075811578900547,4.475247482320202,0.42836686900044063,0.25521692638208915,0.31641620461747005
87.0,-0.44255397591181056,4.462696195252364,0.4296690655353812,0.25553596843877124,0.31479496602584767
87.02,-0.45365409860686423,4.450013942026131,0.4309987274683257,0.25584911369610003,0.3131521588355743
87.04,-0.46404638079276384,4.437224454325792,0.4323536974987678,0.25615566458128264,0.3114906379199496
87.06,-0.4737201168685205,4.424351023312165,0.4337318018225023,0.2564549500166949,0.30981324816080275
87.08,-0.4826659842581676,4.411416448412676,0.43513085436943066,0.2567463271995987,0.3081228184309707
87.10000000000001,-0.490876025236086,4.398442991547229,0.43654866094199957,0.2570291831977607,0.30642215586023974
87.12,-0.4983436253356165,4.3854523367379645,0.4379830232427537,0.25730293635699597,0.30471404040025024
87.14,-0.5050634886480208,4.372465555009502,0.43943174278037367,0.2575670375181245,0.30300121970150184
87.16,-0.511031610320407,4.359503074449232,0.44089262464451207,0.2578209710422616,0.30128640431322623
87.18,-0.5162452465601453,4.34658465526452,0.4423634811407293,0.2580642556447526,0.2995722632145182
87.2,-0.5207028824496343,4.333729369645605,0.44384213527784555,0.25829644503938737,0.2978614196827671
87.22,-0.5244041978692537,4.320955586219046,0.4453264241010759,0.2585171283957946,0.29615644750312947
87.24,-0.5273500318183512,4.308280958857126,0.4468142018653761,0.2587259306140914,0.29445986752053255
87.26,-0.5295423454142928,4.295722419592999,0.44830334304449737,0.2589225124219638,0.2927741445335389
87.28,-0.5309841838383175,4.2832961753798,0.44979174517232295,0.25910657030034984,0.29110168452732715
87.3,-0.5316796374841568,4.271017708423767,0.45127733151411564,0.25927783624480344,0.2894448322410809
87.32000000000001,-0.5316338025518639,4.25890177981672,0.45275805356635335,0.2594360773704162,0.28780586906323036
87.34,-0.5308527413145562,4.24696243619142,0.45423189338484876,0.25958109536887203,0.28618701124627915
87.36,-0.5293434422707711,4.235213019124308,0.455696865741833,0.2597127258268003,0.2845904084313667
87.38,-0.527113780379541,4.22366617701348,0.4571510201136317,0.2598308374150843,0.28301814247128393
87.4,-0.5241724775594621,4.2123338791651435,0.45859244250146636,0.259935330959163,0.2814722265393707
87.42,-0.5205290636171952,4.201227431829128,0.4600192570887602,0.26002613840065436,0.2799546045105855
87.44,-0.5161938377550696,4.190357495932694,0.4614296277391306,0.26010322166081606,0.27846715060005334
87.46000000000001,-0.5111778307919679,4.179734106271932,0.46282175933998526,0.26016657141646093,0.2770116692435539
87.48,-0.5054927682164047,4.169366691931015,0.4641938989973153,0.2602162057989591,0.27558989520372557
87.5,-0.49915103417598317,4.159264097711226,0.46554433708789933,0.26025216902689235,0.2742034938852083
87.52,-0.49216563649322725,4.149434606364028,0.4668714081756717,0.2602745299827926,0.27285406184153577
87.54,-0.48455017278406864,4.139885961434883,0.4681734917995029,0.26028338074418983,0.2715431274563071
87.56,-0.47631879774233266,4.13062539053734,0.46944901314005183,0.26027883507893695,0.27027215178101127
87.58,-0.4674861916413082,4.12165962888953,0.47069644357370677,0.2602610269144644,0.2690425295118287
87.60000000000001,-0.45806753009179557,4.112994942957777,0.4719143011219263,0.2602301087902637,0.2678555900878101
87.62,-0.4480784550852337,4.1046371540643065,0.4731011508045143,0.26018625030250203,0.26671259889298354
87.64,-0.437535047340428,4.096591661827876,0.4742556049055447,0.2601296365492505,0.26561475854520483
87.66,-0.4264537999629621,4.08886346731766,0.4753763231607506,0.2600604665843608,0.2645632102548887
87.68,-0.4148515934177342,4.081457195811549,0.4764620128752676,0.25997895188756054,0.26355903523717183
87.7,-0.4027456718071002,4.074377119060391,0.4775114289806174,0.25988531485786387,0.26260325616151886
87.72,-0.39015362043989504,4.067627176969413,0.4785233740397806,0.2597797873369127,0.2616968386233066
87.74,-0.37709334466995276,4.061210998617082,0.4794966982091265,0.2596626091683845,0.26084069262248893
87.76,-0.3635830499767283,4.055131922540096,0.4804302991658306,0.2595340267991205,0.26003567403504885
